time,surge,heave,pitch,fair1,fair2,fair3,power,surge_tur,heave_tur,pitch_tur,fair1_tur,fair2_tur,fair3_tur,power_tur
228.52,13.50435531,0.236481661,0.03958797,3283690,2046340,2060560,14.9516377,15.06399214,0.200361432,0.060481789,3461980,1977700,2062520,14.97098
228.54,13.51584314,0.232721006,0.039515932,3282950,2046110,2060390,14.95190628,15.07674098,0.196558702,0.060402679,3462700,1977020,2061960,14.97416037
228.56,13.52731703,0.22885416,0.039443855,3282210,2045880,2060220,14.95217502,15.08947452,0.192650035,0.060323513,3463510,1976320,2061390,14.97757516
228.58,13.53877573,0.224881543,0.039371748,3281470,2045650,2060070,14.95244393,15.10219143,0.188635813,0.060244308,3464390,1975640,2060820,14.98112753
228.6,13.55021797,0.220803586,0.039299619,3280740,2045430,2059920,14.952713,15.11489038,0.184516447,0.060165077,3465340,1974980,2060220,14.98468269
228.62,13.5616425,0.216620735,0.039227477,3280010,2045210,2059780,14.95298223,15.12757008,0.180292383,0.060085824,3466320,1974390,2059630,14.98796812
228.64,13.57304808,0.212333448,0.039155331,3279280,2045000,2059650,14.95325162,15.14022925,0.175964075,0.060006553,3467390,1973860,2059000,14.9913149
228.66,13.58443343,0.207942195,0.039083189,3278570,2044800,2059530,14.95352117,15.15286673,0.171531975,0.059927274,3468570,1973360,2058330,14.99484848
228.68,13.59579733,0.203447459,0.03901106,3277860,2044600,2059410,14.95379086,15.16548135,0.166996537,0.059848003,3469880,1972880,2057620,14.99854222
228.7,13.60713853,0.198849734,0.038938953,3277160,2044410,2059300,14.95406071,15.17807198,0.162358227,0.059768755,3471300,1972400,2056920,15.00236948
228.72,13.61845577,0.194149526,0.038866875,3276460,2044220,2059200,14.95433072,15.19063745,0.157617526,0.059689546,3472850,1971920,2056200,15.00639684
228.74,13.62974783,0.189347356,0.038794836,3275780,2044040,2059110,14.95460089,15.20317656,0.152774937,0.059610391,3474490,1971470,2055490,15.01039537
228.76,13.64101347,0.184443754,0.038722844,3275100,2043860,2059020,14.95487121,15.21568806,0.147830998,0.059531301,3476220,1971030,2054810,15.01434815
228.78,13.65225145,0.179439263,0.038650907,3274440,2043690,2058940,14.9551417,15.22817066,0.142786272,0.059452289,3478020,1970620,2054160,15.01829326
228.8,13.66346055,0.174334438,0.038579035,3273780,2043530,2058870,14.95541235,15.24062304,0.137641331,0.059373364,3479880,1970250,2053540,15.02219826
228.82,13.67463954,0.169129847,0.038507235,3273140,2043370,2058800,14.95568318,15.25304389,0.132396758,0.059294532,3481740,1969950,2052950,15.02588861
228.84,13.6857872,0.163826067,0.038435516,3272510,2043220,2058740,14.95595418,15.26543193,0.127053137,0.0592158,3483640,1969680,2052410,15.02962218
228.86,13.69690231,0.158423689,0.038363887,3271890,2043070,2058690,14.95622536,15.27778589,0.121611049,0.059137179,3485570,1969430,2051890,15.03345364
228.88,13.70798366,0.152923314,0.038292356,3271280,2042930,2058650,14.95649674,15.29010456,0.11607108,0.059058683,3487500,1969230,2051390,15.03733474
228.9,13.71903003,0.147325556,0.038220932,3270690,2042800,2058610,14.95676832,15.30238672,0.110433834,0.058980325,3489430,1969090,2050910,15.04128182
228.92,13.73004022,0.14163104,0.038149622,3270110,2042670,2058580,14.9570401,15.3146312,0.104699934,0.058902121,3491360,1968980,2050430,15.04540953
228.94,13.74101304,0.135840401,0.038078436,3269540,2042540,2058560,14.95731209,15.32683683,0.098870028,0.05882409,3493280,1968910,2049950,15.04970275
228.96,13.75194727,0.129954287,0.038007381,3268990,2042430,2058540,14.95758431,15.33900245,0.092944788,0.058746248,3495170,1968900,2049480,15.05406476
228.98,13.76284174,0.123973355,0.037936466,3268460,2042310,2058520,14.95785677,15.35112687,0.086924906,0.058668603,3496950,1968960,2049050,15.05822998
229,13.77369525,0.117898276,0.0378657,3267940,2042200,2058520,14.95812947,15.36320889,0.080811088,0.058591148,3498550,1969130,2048710,15.06182042
229.02,13.78450661,0.111729729,0.03779509,3267440,2042100,2058520,14.95840243,15.37524728,0.074604023,0.058513862,3499950,1969400,2048460,15.06485463
229.04,13.79527466,0.105468406,0.037724645,3266950,2041990,2058520,14.95867565,15.38724082,0.068304384,0.058436738,3501250,1969700,2048250,15.06787406
229.06,13.80599822,0.099115009,0.037654373,3266490,2041890,2058530,14.95894916,15.39918833,0.06191282,0.058359781,3502420,1970020,2048070,15.0709262
229.08,13.81667612,0.092670249,0.037584283,3266040,2041800,2058550,14.95922295,15.41108864,0.055429968,0.058282997,3503470,1970360,2047920,15.07414635
229.1,13.82730719,0.086134851,0.037514382,3265600,2041710,2058560,14.95949705,15.4229406,0.048856449,0.058206396,3504390,1970700,2047800,15.07763796
229.12,13.83789028,0.079509548,0.037444679,3265190,2041620,2058590,14.95977146,15.43474311,0.042192885,0.058129989,3505190,1971030,2047710,15.08140532
229.14,13.84842424,0.072795084,0.037375181,3264790,2041530,2058620,14.9600462,15.44649506,0.035439927,0.058053776,3505790,1971410,2047680,15.08492078
229.16,13.85890792,0.065992214,0.037305898,3264410,2041450,2058650,14.96032128,15.45819536,0.028598276,0.057977749,3506220,1971840,2047690,15.08833087
229.18,13.86934018,0.059101701,0.037236837,3264040,2041370,2058680,14.96059671,15.46984292,0.021668674,0.057901906,3506500,1972280,2047730,15.09165469
229.2,13.87971989,0.05212432,0.037168005,3263690,2041290,2058720,14.96087251,15.48143665,0.014651898,0.05782625,3506660,1972720,2047790,15.09493074
229.22,13.89004591,0.045060857,0.037099412,3263360,2041220,2058770,14.96114868,15.49297541,0.007548755,0.057750783,3506680,1973170,2047870,15.09806685
229.24,13.90031713,0.037912105,0.037031065,3263050,2041150,2058810,14.96142524,15.50445808,0.000360065,0.057675505,3506560,1973630,2048000,15.1010242
229.26,13.91053243,0.030678868,0.036962971,3262760,2041080,2058860,14.9617022,15.51588346,-0.006913341,0.057600411,3506290,1974090,2048190,15.10354599
229.28,13.92069069,0.023361961,0.03689514,3262480,2041020,2058920,14.96197958,15.52725037,-0.014270623,0.057525499,3505920,1974530,2048400,15.10591675
229.3,13.93079082,0.015962206,0.036827578,3262220,2040960,2058970,14.96225741,15.53855758,-0.021710939,0.057450777,3505490,1974940,2048620,15.10839059
229.32,13.94083171,0.008480437,0.036760293,3261980,2040910,2059030,14.96253572,15.54980391,-0.029233457,0.057376255,3504970,1975350,2048840,15.11080222
229.34,13.95081228,0.000917496,0.036693294,3261750,2040860,2059090,14.96281451,15.56098821,-0.036837339,0.057301924,3504280,1975830,2049120,15.1127273
229.36,13.96073143,-0.006725766,0.036626588,3261540,2040820,2059160,14.96309379,15.57210937,-0.044521732,0.057227766,3503450,1976370,2049420,15.11418845
229.38,13.97058811,-0.014448488,0.036560182,3261350,2040780,2059220,14.96337356,15.58316634,-0.05228576,0.057153761,3502480,1976980,2049750,15.11509341
229.4,13.98038122,-0.022249802,0.036494085,3261180,2040740,2059290,14.96365383,15.5941581,-0.060128504,0.057079885,3501370,1977670,2050110,15.11526459
229.42,13.99010971,-0.030128829,0.036428304,3261030,2040720,2059370,14.96393462,15.60508361,-0.068049006,0.057006113,3500110,1978460,2050520,15.11466355
229.44,13.99977253,-0.038084681,0.036362846,3260890,2040690,2059440,14.96421591,15.61594187,-0.076046286,0.056932416,3498710,1979350,2050950,15.11335729
229.46,14.00936862,-0.046116464,0.03629772,3260780,2040680,2059520,14.96449772,15.62673189,-0.084119364,0.056858767,3497200,1980340,2051400,15.11148079
229.48,14.01889695,-0.054223273,0.036232932,3260670,2040670,2059600,14.96478005,15.63745271,-0.092267275,0.056785144,3495610,1981380,2051860,15.10919922
229.5,14.02835647,-0.062404195,0.03616849,3260590,2040670,2059690,14.9650629,15.64810335,-0.100489072,0.056711536,3493960,1982440,2052310,15.10666521
229.52,14.03774617,-0.07065831,0.036104402,3260520,2040670,2059780,14.96534627,15.65868286,-0.108783824,0.056637933,3492260,1983520,2052770,15.10393872
229.54,14.04706502,-0.07898469,0.036040674,3260470,2040690,2059870,14.96563016,15.66919028,-0.117150603,0.056564329,3490510,1984610,2053230,15.10099164
229.56,14.05631201,-0.087382397,0.035977315,3260440,2040710,2059970,14.96591458,15.67962463,-0.125588472,0.056490715,3488700,1985700,2053690,15.09775878
229.58,14.06548614,-0.095850486,0.03591433,3260420,2040740,2060080,14.96619952,15.68998492,-0.13409647,0.056417085,3486850,1986770,2054160,15.09430794
229.6,14.07458641,-0.104388005,0.035851729,3260420,2040770,2060180,14.96648497,15.70027018,-0.142673628,0.056343436,3484980,1987780,2054630,15.09078961
229.62,14.08361184,-0.112993994,0.035789517,3260430,2040820,2060300,14.96677094,15.7104794,-0.15131897,0.056269773,3483100,1988740,2055080,15.08725515
229.64,14.09256144,-0.121667486,0.035727702,3260460,2040870,2060420,14.96705741,15.72061161,-0.160031508,0.056196095,3481170,1989680,2055530,15.08351964
229.66,14.10143425,-0.130407504,0.035666291,3260510,2040930,2060540,14.96734439,15.73066583,-0.168810224,0.056122399,3479180,1990570,2055980,15.07946342
229.68,14.11022931,-0.139213067,0.035605291,3260570,2041000,2060670,14.96763186,15.74064106,-0.177654063,0.056048683,3477150,1991400,2056440,15.07510112
229.7,14.11894565,-0.148083186,0.035544708,3260640,2041080,2060810,14.96791982,15.75053629,-0.186561943,0.055974944,3475060,1992170,2056920,15.07039958
229.72,14.12758233,-0.157016864,0.035484551,3260730,2041160,2060950,14.96820825,15.76035048,-0.195532763,0.055901181,3472910,1992890,2057410,15.06534497
229.74,14.13613842,-0.166013098,0.035424825,3260840,2041260,2061110,14.96849714,15.7700826,-0.204565422,0.0558274,3470750,1993510,2057890,15.06029897
229.76,14.14461299,-0.175070878,0.035365538,3260960,2041360,2061260,14.96878649,15.77973163,-0.213658833,0.055753612,3468560,1994040,2058360,15.05520928
229.78,14.15300511,-0.184189187,0.035306697,3261100,2041470,2061430,14.96907628,15.78929657,-0.222811922,0.055679823,3466300,1994520,2058850,15.04989327
229.8,14.16131388,-0.193367002,0.035248307,3261250,2041600,2061600,14.96936648,15.79877644,-0.232023622,0.055606029,3463940,1994970,2059350,15.04428323
229.82,14.1695384,-0.202603295,0.035190376,3261410,2041730,2061780,14.9696571,15.80817034,-0.241292879,0.055532224,3461510,1995390,2059840,15.03857502
229.84,14.17767777,-0.211897028,0.03513291,3261580,2041860,2061970,14.9699481,15.81747746,-0.250618651,0.055458415,3459100,1995730,2060270,15.03307237
229.86,14.1857311,-0.221247161,0.035075916,3261770,2042010,2062170,14.97023947,15.82669702,-0.259999901,0.055384618,3456680,1995990,2060670,15.02777823
229.88,14.19369753,-0.230652646,0.0350194,3261970,2042170,2062370,14.97053119,15.83582829,-0.269435581,0.055310847,3454270,1996210,2061010,15.0226474
229.9,14.20157619,-0.240112429,0.034963369,3262180,2042330,2062590,14.97082323,15.84487054,-0.278924621,0.055237115,3451850,1996380,2061320,15.01762039
229.92,14.20936622,-0.249625452,0.034907829,3262400,2042510,2062810,14.97111558,15.85382303,-0.288465938,0.055163434,3449460,1996490,2061590,15.01283042
229.94,14.21706678,-0.259190648,0.034852787,3262630,2042700,2063040,14.9714082,15.86268502,-0.298058447,0.055089825,3447110,1996540,2061820,15.00827625
229.96,14.22467704,-0.26880695,0.034798248,3262870,2042890,2063280,14.97170108,15.87145569,-0.307701066,0.055016304,3444790,1996540,2062030,15.00388329
229.98,14.23219615,-0.278473279,0.03474422,3263130,2043100,2063530,14.97199418,15.88013423,-0.317392707,0.054942885,3442470,1996510,2062230,14.99952005
230,14.23962331,-0.288188558,0.034690707,3263390,2043310,2063790,14.97228747,15.8887198,-0.327132285,0.05486958,3440180,1996460,2062410,14.99528049
230.02,14.24695771,-0.297951698,0.034637717,3263660,2043540,2064050,14.97258093,15.89721156,-0.336918731,0.054796401,3437930,1996390,2062570,14.99120308
230.04,14.25419855,-0.307761611,0.034585255,3263940,2043770,2064330,14.97287452,15.9056087,-0.346750971,0.05472337,3435750,1996290,2062700,14.98741642
230.06,14.26134504,-0.3176172,0.034533327,3264220,2044020,2064620,14.97316821,15.91391042,-0.356627908,0.054650509,3433650,1996160,2062810,14.98385922
230.08,14.26839641,-0.327517366,0.034481939,3264520,2044270,2064910,14.97346196,15.92211593,-0.36654843,0.054577836,3431580,1996060,2062930,14.98036376
230.1,14.27535189,-0.337461004,0.034431098,3264820,2044540,2065220,14.97375574,15.93022445,-0.376511407,0.054505358,3429520,1996040,2063060,14.97673545
230.12,14.28221071,-0.347447006,0.034380808,3265120,2044820,2065540,14.97404951,15.93823525,-0.386515683,0.054433073,3427440,1996100,2063220,14.97280185
230.14,14.28897214,-0.357474258,0.034331075,3265430,2045100,2065860,14.97434324,15.94614757,-0.396560097,0.054360978,3425370,1996230,2063390,14.96872515
230.16,14.29563544,-0.367541643,0.034281906,3265740,2045400,2066200,14.97463688,15.95396069,-0.406643499,0.054289072,3423330,1996440,2063590,14.9645037
230.18,14.30219988,-0.377648041,0.034233306,3266060,2045710,2066550,14.97493039,15.96167392,-0.416764756,0.054217356,3421320,1996710,2063820,14.96014593
230.2,14.30866474,-0.387792326,0.03418528,3266380,2046030,2066900,14.97522372,15.96928653,-0.426922753,0.054145831,3419350,1997040,2064070,14.95566534
230.22,14.31502932,-0.397973369,0.034137835,3266710,2046360,2067270,14.97551685,15.97679784,-0.437116377,0.054074498,3417430,1997420,2064330,14.95107536
230.24,14.32129293,-0.408190039,0.034090974,3267030,2046700,2067650,14.97580971,15.98420713,-0.447344505,0.05400336,3415590,1997850,2064600,14.9463492
230.26,14.32745488,-0.4184412,0.034044704,3267360,2047050,2068030,14.97610228,15.99151372,-0.457605994,0.053932417,3413820,1998330,2064880,14.94148119
230.28,14.33351449,-0.428725712,0.033999031,3267690,2047410,2068430,14.97639449,15.99871694,-0.467899686,0.053861671,3412140,1998840,2065150,14.93650022
230.3,14.3394711,-0.439042435,0.033953958,3268020,2047780,2068840,14.9766863,16.00581618,-0.478224423,0.05379112,3410560,1999400,2065410,14.93142256
230.32,14.34532407,-0.449390221,0.033909492,3268360,2048150,2069260,14.97697766,16.01281085,-0.488579061,0.053720774,3409160,1999930,2065630,14.92659053
230.34,14.35107275,-0.459767924,0.033865638,3268690,2048540,2069690,14.97726853,16.0197004,-0.498962473,0.053650653,3407970,2000390,2065800,14.92215464
230.36,14.35671651,-0.470174393,0.0338224,3269020,2048940,2070120,14.97755885,16.02648428,-0.509373541,0.053580788,3407010,2000760,2065920,14.91813382
230.38,14.36225473,-0.480608474,0.033779784,3269360,2049340,2070570,14.97784858,16.03316195,-0.519811147,0.053511205,3406250,2001060,2065990,14.91444252
230.4,14.36768681,-0.491069011,0.033737794,3269690,2049760,2071030,14.97813765,16.03973285,-0.530274169,0.053441926,3405680,2001300,2066040,14.91096986
230.42,14.37301215,-0.501554846,0.033696436,3270030,2050180,2071490,14.97842602,16.04619641,-0.540761475,0.05337297,3405290,2001470,2066060,14.90771966
230.44,14.37823015,-0.512064818,0.033655714,3270370,2050610,2071970,14.97871363,16.05255206,-0.551271938,0.053304367,3405190,2001520,2066000,14.90521611
230.46,14.38334026,-0.522597765,0.033615632,3270700,2051040,2072460,14.97900043,16.05879927,-0.561804457,0.053236164,3405360,2001440,2065870,14.90350997
230.48,14.3883419,-0.533152521,0.033576197,3271040,2051490,2072950,14.97928636,16.06493752,-0.572357932,0.053168396,3405740,2001290,2065690,14.90225107
230.5,14.39323452,-0.543727921,0.033537411,3271370,2051940,2073450,14.97957137,16.07096627,-0.582931235,0.05310109,3406320,2001090,2065490,14.90124682
230.52,14.39801759,-0.554322796,0.03349928,3271710,2052400,2073960,14.97985514,16.07688501,-0.593523202,0.053034267,3407070,2000860,2065270,14.90043637
230.54,14.40269058,-0.564935975,0.033461809,3272040,2052860,2074480,14.98013759,16.08269321,-0.604132642,0.05296795,3408030,2000590,2065030,14.89985244
230.56,14.40725296,-0.575566289,0.033425,3272380,2053340,2075000,14.98041866,16.08839034,-0.61475835,0.052902163,3409180,2000300,2064770,14.89950095
230.58,14.41170423,-0.586212563,0.03338886,3272710,2053810,2075540,14.98069829,16.09397588,-0.625399123,0.052836935,3410560,1999970,2064490,14.89957896
230.6,14.4160439,-0.596873624,0.033353391,3273040,2054300,2076080,14.98097643,16.09944931,-0.63605377,0.052772298,3412140,1999640,2064170,14.90003729
230.62,14.42027149,-0.607548298,0.033318598,3273370,2054790,2076620,14.98125302,16.10481014,-0.646721112,0.052708279,3413920,1999320,2063840,14.90081859
230.64,14.42438652,-0.618235408,0.033284486,3273700,2055280,2077170,14.98152801,16.11005788,-0.657399972,0.052644899,3415840,1999060,2063510,14.90171518
230.66,14.42838853,-0.628933777,0.033251058,3274030,2055790,2077730,14.98180134,16.11519211,-0.668089177,0.052582171,3417890,1998870,2063200,14.90269722
230.68,14.43227709,-0.639642229,0.033218318,3274360,2056290,2078300,14.98207295,16.12021241,-0.678787555,0.052520114,3420120,1998720,2062890,14.90397066
230.7,14.43605174,-0.650359585,0.03318627,3274680,2056810,2078870,14.98234253,16.12511836,-0.689493944,0.052458758,3422570,1998550,2062590,14.90575609
230.72,14.43971208,-0.661084666,0.033154918,3275000,2057330,2079440,14.98261003,16.12990954,-0.70020719,0.052398142,3425200,1998400,2062310,14.90806938
230.74,14.44325768,-0.671816295,0.033124266,3275320,2057850,2080020,14.9828754,16.1345855,-0.710926131,0.052338299,3428000,1998300,2062040,14.91073583
230.76,14.44668815,-0.682553292,0.033094317,3275640,2058380,2080600,14.98313858,16.13914581,-0.721649576,0.052279261,3430940,1998250,2061800,14.91379276
230.78,14.4500031,-0.693294478,0.033065074,3275960,2058910,2081190,14.98339954,16.14359004,-0.732376328,0.052221061,3434040,1998250,2061580,14.91735953
230.8,14.45320216,-0.704038675,0.033036542,3276270,2059450,2081790,14.98365822,16.14791776,-0.7431052,0.052163732,3437240,1998310,2061410,14.92131276
230.82,14.45628495,-0.714784704,0.033008724,3276590,2060000,2082380,14.98391457,16.15212859,-0.753835013,0.0521073,3440520,1998460,2061290,14.92555997
230.84,14.45925113,-0.725531386,0.032981623,3276900,2060550,2082980,14.98416856,16.15622218,-0.764564599,0.052051788,3443850,1998700,2061220,14.93010811
230.86,14.46210036,-0.736277545,0.032955242,3277210,2061100,2083590,14.98442014,16.16019818,-0.775292796,0.051997215,3447210,1999050,2061200,14.93480589
230.88,14.4648323,-0.747022002,0.032929584,3277520,2061670,2084190,14.98466926,16.16405632,-0.786018436,0.051943596,3450580,1999510,2061250,14.93964931
230.9,14.46744666,-0.757763581,0.032904654,3277830,2062230,2084800,14.98491589,16.16779632,-0.796740347,0.051890949,3453960,2000060,2061350,14.94473447
230.92,14.46994311,-0.768501107,0.032880453,3278140,2062800,2085410,14.98515999,16.17141791,-0.807457356,0.051839291,3457340,2000720,2061490,14.95002294
230.94,14.47232137,-0.779233405,0.032856984,3278450,2063370,2086030,14.98540151,16.17492088,-0.818168297,0.05178864,3460740,2001450,2061650,14.95570903
230.96,14.47458117,-0.789959302,0.032834252,3278760,2063950,2086650,14.98564042,16.17830501,-0.828872021,0.051739022,3464170,2002230,2061830,14.96186392
230.98,14.47672223,-0.800677625,0.032812258,3279070,2064540,2087270,14.9858767,16.18157011,-0.839567404,0.051690471,3467690,2003010,2061990,14.96892911
231,14.47874429,-0.811387204,0.032791005,3279380,2065130,2087890,14.98611029,16.18471602,-0.850253348,0.051643034,3471330,2003750,2062100,14.9770159
231.02,14.48064713,-0.822086869,0.032770495,3279690,2065720,2088520,14.98634117,16.18774256,-0.860928761,0.051596758,3475050,2004450,2062190,14.98597555
231.04,14.4824305,-0.832775452,0.032750733,3280010,2066310,2089140,14.98656931,16.19064957,-0.871592556,0.051551676,3478810,2005140,2062280,14.99549591
231.06,14.4840942,-0.843451787,0.032731719,3280320,2066910,2089770,14.98679468,16.19343689,-0.882243655,0.051507815,3482600,2005800,2062360,15.00547383
231.08,14.48563801,-0.85411471,0.032713457,3280650,2067520,2090400,14.98701726,16.19610436,-0.892880982,0.051465193,3486420,2006410,2062450,15.01576488
231.1,14.48706174,-0.86476306,0.032695948,3280970,2068130,2091040,14.98723701,16.1986518,-0.903503446,0.05142383,3490290,2006960,2062540,15.0264265
231.12,14.48836521,-0.875395675,0.032679195,3281300,2068740,2091670,14.98745392,16.20107904,-0.914109949,0.051383746,3494220,2007440,2062630,15.03744457
231.14,14.48954825,-0.886011398,0.032663201,3281630,2069360,2092310,14.98766796,16.20338591,-0.924699387,0.051344967,3498230,2007800,2062710,15.04899166
231.16,14.49061071,-0.896609074,0.032647967,3281980,2069980,2092950,14.98787912,16.20557221,-0.935270673,0.051307522,3502340,2008040,2062800,15.06114292
231.18,14.49155245,-0.90718755,0.032633496,3282320,2070600,2093590,14.98808736,16.20763774,-0.945822727,0.051271442,3506540,2008170,2062890,15.07384057
231.2,14.49237333,-0.917745674,0.032619788,3282680,2071230,2094230,14.98829269,16.20958231,-0.956354474,0.051236751,3510780,2008210,2063010,15.08689627
231.22,14.49307323,-0.928282301,0.032606847,3283040,2071870,2094870,14.98849507,16.21140569,-0.966864831,0.051203468,3515050,2008180,2063190,15.10014609
231.24,14.49365205,-0.938796285,0.032594674,3283410,2072500,2095510,14.9886945,16.2131077,-0.977352723,0.051171608,3519350,2008090,2063390,15.11380359
231.26,14.49410969,-0.949286484,0.032583271,3283790,2073140,2096160,14.98889097,16.21468818,-0.98781708,0.051141189,3523670,2007970,2063630,15.12783252
231.28,14.49444608,-0.95975176,0.032572639,3284180,2073790,2096800,14.98908447,16.216147,-0.998256836,0.051112222,3527980,2007860,2063920,15.14212514
231.3,14.49466114,-0.970190977,0.03256278,3284580,2074440,2097450,14.98927498,16.21748408,-1.008670911,0.051084705,3532160,2007840,2064280,15.15606791
231.32,14.49475482,-0.980603003,0.032553696,3284990,2075090,2098100,14.98946251,16.21869937,-1.019058205,0.051058612,3536180,2007960,2064740,15.1693488
231.34,14.49472708,-0.99098671,0.032545387,3285410,2075750,2098750,14.98964704,16.21979282,-1.029417607,0.051033911,3540010,2008200,2065340,15.18186776
231.36,14.49457787,-1.001340973,0.032537855,3285840,2076410,2099400,14.98982857,16.2207644,-1.039747996,0.051010568,3543660,2008600,2066050,15.19366856
231.38,14.4943072,-1.011664669,0.032531102,3286290,2077070,2100050,14.99000711,16.22161408,-1.050048249,0.050988549,3547120,2009140,2066870,15.20474128
231.4,14.49391504,-1.021956682,0.032525128,3286740,2077740,2100700,14.99018265,16.22234178,-1.060317227,0.050967821,3550380,2009840,2067800,15.21499417
231.42,14.49340141,-1.032215898,0.032519935,3287210,2078420,2101360,14.9903552,16.22294744,-1.070553772,0.050948347,3553420,2010700,2068850,15.2243129
231.44,14.49276633,-1.042441208,0.032515523,3287700,2079090,2102010,14.99052475,16.22343097,-1.080756713,0.050930094,3556270,2011710,2069980,15.23288893
231.46,14.49200985,-1.052631506,0.032511893,3288200,2079780,2102670,14.99069132,16.22379225,-1.090924873,0.050913038,3558970,2012820,2071180,15.24106721
231.48,14.49113202,-1.062785691,0.032509046,3288710,2080460,2103330,14.99085492,16.22403123,-1.101057106,0.050897164,3561500,2014020,2072430,15.24893352
231.5,14.4901329,-1.072902666,0.032506983,3289230,2081150,2103990,14.99101555,16.22414785,-1.111152303,0.050882453,3563850,2015300,2073720,15.25647147
231.52,14.48901259,-1.082981339,0.032505703,3289770,2081850,2104650,14.99117322,16.2241421,-1.121209395,0.050868885,3566000,2016650,2075060,15.26366773
231.54,14.48777117,-1.093020622,0.032505208,3290330,2082550,2105320,14.99132795,16.22401402,-1.131227334,0.050856441,3567990,2018040,2076420,15.27070616
231.56,14.48640876,-1.103019432,0.032505498,3290900,2083250,2105980,14.99147976,16.2237637,-1.141205089,0.050845105,3569780,2019450,2077780,15.2775804
231.58,14.48492549,-1.112976692,0.032506572,3291480,2083960,2106650,14.99162866,16.22339125,-1.151141632,0.050834859,3571380,2020890,2079140,15.28422801
231.6,14.48332149,-1.122891328,0.032508431,3292080,2084680,2107320,14.99177466,16.22289684,-1.161035935,0.05082568,3572760,2022360,2080480,15.29065584
231.62,14.48159691,-1.132762272,0.032511076,3292700,2085390,2107990,14.9919178,16.22228066,-1.170886975,0.050817543,3573940,2023820,2081790,15.29689965
231.64,14.47975193,-1.14258846,0.032514505,3293330,2086110,2108660,14.99205809,16.22154289,-1.180693724,0.050810436,3574980,2025190,2083070,15.30313376
231.66,14.47778673,-1.152368835,0.032518719,3293980,2086840,2109330,14.99219555,16.2206837,-1.190455143,0.050804346,3575850,2026490,2084350,15.3091475
231.68,14.47570149,-1.162102345,0.032523717,3294650,2087560,2110010,14.99233021,16.2197032,-1.200170177,0.050799252,3576520,2027760,2085590,15.31475289
231.7,14.47349644,-1.171787943,0.0325295,3295330,2088300,2110690,14.99246209,16.2186015,-1.209837758,0.050795125,3576960,2029000,2086820,15.31973714
231.72,14.47117179,-1.181424587,0.032536065,3296030,2089030,2111370,14.99259123,16.21737871,-1.219456799,0.050791927,3577190,2030220,2088030,15.32403588
231.74,14.46872777,-1.19101124,0.032543414,3296740,2089770,2112050,14.99271765,16.21603498,-1.229026221,0.050789617,3577190,2031430,2089240,15.32758057
231.76,14.46616465,-1.200546875,0.032551544,3297470,2090510,2112730,14.99284138,16.21457047,-1.238544955,0.050788149,3576970,2032610,2090450,15.33034568
231.78,14.46348269,-1.210030465,0.032560456,3298220,2091250,2113420,14.99296245,16.21298541,-1.24801195,0.050787476,3576540,2033770,2091660,15.33235984
231.8,14.46068217,-1.219460993,0.032570149,3298990,2092000,2114110,14.99308089,16.21128007,-1.25742617,0.050787556,3575970,2034870,2092830,15.3339103
231.82,14.45776337,-1.228837446,0.03258062,3299770,2092740,2114790,14.99319674,16.20945477,-1.266786607,0.05078836,3575290,2035900,2093980,15.33520592
231.84,14.45472661,-1.238158819,0.03259187,3300570,2093490,2115480,14.99331004,16.20750987,-1.276092262,0.050789865,3574540,2036870,2095060,15.3363193
231.86,14.45157221,-1.247424111,0.032603897,3301390,2094250,2116180,14.99342081,16.20544574,-1.285342133,0.050792048,3573680,2037790,2096120,15.33709957
231.88,14.44830049,-1.256632329,0.0326167,3302220,2095000,2116870,14.9935291,16.20326279,-1.294535204,0.050794877,3572700,2038690,2097170,15.33733897
231.9,14.44491182,-1.265782486,0.032630277,3303070,2095750,2117560,14.99363493,16.20096139,-1.303670433,0.050798313,3571570,2039610,2098240,15.33680543
231.92,14.44140654,-1.2748736,0.032644627,3303940,2096510,2118260,14.99373836,16.19854191,-1.312746759,0.050802311,3570300,2040560,2099320,15.33553773
231.94,14.43778504,-1.283904699,0.032659748,3304830,2097270,2118950,14.99383941,16.19600471,-1.321763115,0.050806831,3568890,2041530,2100440,15.33358561
231.96,14.43404771,-1.292874814,0.032675638,3305730,2098030,2119650,14.99393813,16.19335016,-1.330718448,0.050811829,3567310,2042570,2101600,15.33087953
231.98,14.43019494,-1.301782985,0.032692297,3306650,2098780,2120340,14.99403456,16.19057861,-1.33961172,0.050817255,3565530,2043690,2102820,15.32734101
232,14.42622714,-1.310628258,0.03270972,3307580,2099540,2121040,14.99412874,16.18769048,-1.348441909,0.050823054,3563530,2044950,2104100,15.32288277
232.02,14.42214476,-1.319409686,0.032727908,3308530,2100300,2121740,14.9942207,16.18468618,-1.357208002,0.050829168,3561290,2046330,2105470,15.31751134
232.04,14.41794823,-1.32812633,0.032746857,3309500,2101060,2122430,14.99431049,16.18156618,-1.365909,0.05083554,3558820,2047830,2106920,15.31132089
232.06,14.413638,-1.336777256,0.032766566,3310480,2101820,2123130,14.99439816,16.17833092,-1.374543921,0.050842121,3556140,2049430,2108470,15.30440732
232.08,14.40921455,-1.345361539,0.032787032,3311480,2102580,2123820,14.99448374,16.17498088,-1.3831118,0.050848865,3553240,2051120,2110090,15.29685807
